"","name","ADM1_NAME","ADM2_NAME","hex_4000km","base","assess_mode","consent","finalsettlment","D_ki_coverage","info_settlement","info_set_oth_near","label_settlement","when_left_prev","how_long_stay","still_inhabited","visit_lastmonth","left_behind_y_n","left_behind_who_men_18_59","left_behind_who_b_0_11","left_behind_who_women_60_eld","left_behind_who_boys_12_17","left_behind_who_men_60_eld","left_behind_who_women_18_59","left_behind_who_g_0_11","left_behind_who_girls_12_17","pwd_left_behind","primary_reason_moved","secondary_reason_moved","idp_proportion_settlem","idp_new_arrivals","idp_arrived_from","idp_arrived_from_reg","idp_arrived_from_district","idp_arrived_reason_lack_jobs","idp_arrived_reason_no_services","idp_arrived_reason_evictions","idp_arrived_reason_drought","idp_arrived_reason_flooding","idp_arrived_reason_conflict","idp_pull_factors_better_security","idp_pull_factors_better_services","idp_pull_factors_presence_jobs","idp_pull_factors_availability_shelters","idp_pull_factors_access_water","idp_pull_factors_access_food","hc_push_main","hc_push_second","access_market","nomarket_why_market_far","nomarket_why_no_items","nomarket_why_security","nomarket_why_bad_quality","nomarket_why_no_cash","market_region","market_district","market_settlement","market_settlement_close","distance_to_market","market_goods_clothes_sewing","market_goods_tools_seeds","market_goods_livestock","market_goods_food","market_goods_jerry_cans","market_goods_construction_materials","market_goods_mosquito_nets","market_goods_womens_materials","market_goods_fuel_cooking","market_goods_soap","market_goods_shoes","skip_meals","food_situation","lack_food_reasons_noland","lack_food_reasons_nomarket","lack_food_reasons_natural_causes","lack_food_reasons_economic_causes","lack_food_reasons_security","food_source","coping_food_strat_none","coping_food_strat_limit_portions","coping_food_strat_wild_foods","coping_food_strat_part_skips","coping_food_strat_borrow","coping_food_strat_cheaper_food","coping_food_strat_reduce_portions","coping_food_strat_skip_days","livelihood_activ_money_rent","livelihood_activ_remittances","livelihood_activ_none","livelihood_activ_business","livelihood_activ_contractual_work","livelihood_activ_begging","livelihood_activ_livestock_produce","livelihood_activ_humanitar_assistance","livelihood_activ_day_labour","livelihood_activ_farming","people_malnourished","health_issues","access_healthservices","available_health_services_none","available_health_services_mobile_clinic","available_health_services_hospital","available_health_services_first_aid","available_health_services_clinic","available_health_services_midwife","available_health_services_healer","available_health_services_individual_pract","available_health_services_drugstore","distance_clinic","noaccess_health_none","noaccess_health_m_over60","noaccess_health_m_over18","noaccess_health_g_under18","noaccess_health_pwd","noaccess_health_b_under18","noaccess_health_w_over60","noaccess_health_w_over18","region_clinic","district_clinic_001","settlement_clinic","settlement_clinic_oth_new","barriers_health_distance","barriers_health_none","barriers_health_cost_services","barriers_health_absence_personnel","barriers_health_security","idp_host_relationships","conflict_causes_tax_dispute","conflict_causes_none","conflict_causes_shelter_dispute","conflict_causes_food_dispute","conflict_causes_land_dispute","conflict_causes_tohumanitarianaid","conflict_causes_clan_dispute","conflict_causes_livestock_dispute","conflict_causes_water_dispute","conflict_causes_property_dispute","conflict_causes_access_work","conflict_causes_family_dispute","unaccompanied_child_y_n","cases_eviction","ppl_no_land_tenure","land_tenure_form","depart_return_safe","freedommov_day","freedommov_night","protection_incidents_none","protection_incidents_tax_collection","protection_incidents_sexual_violence","protection_incidents_theft","protection_incidents_abduction","protection_incidents_uxo","protection_incidents_conflict_in_set","protection_inc_location_human_aid_distr","protection_inc_location_school","protection_inc_location_shelters","protection_inc_location_bathing_pl","protection_inc_location_checkpoint","protection_inc_location_clinic","protection_inc_location_on_the_road","protection_inc_location_latrines","protection_inc_location_near_water","protection_inc_location_in_field","protection_inc_location_market","conflict_mediators_clan_lead","conflict_mediators_gatekeeper","conflict_mediators_none","conflict_mediators_loc_authorities","conflict_mediators_rel_leader","conflict_mediators_health_staff","conflict_mediators_ngo_staff","conflict_mediators_commun_leader_elder","incidents_wh_leaving_loss_property","incidents_wh_leaving_none","incidents_wh_leaving_family_separation","incidents_wh_leaving_killing","incidents_wh_leaving_tax_toleave","incidents_wh_leaving_sexual_violence","incidents_wh_leaving_injury","incidents_wh_leaving_relatives_targeted","shelter_type","ppl_no_shelter","dam_shelters_reason","shelters_not_rebuilt","shelt_not_rebuilt_why","mainsource_water","surfacewater_drinking","gettingwater_time","water_sufficient_lastmonth","water_seasonal","stagnant_water_near","people_using_latrines","barriers_usetoilets_too_far","barriers_usetoilets_women_notsafe","barriers_usetoilets_too_dirty","barriers_usetoilets_not_available","barriers_usetoilets_overcrowded","barriers_usetoilets_pwd_notsafe","barriers_usetoilets_night_notsafe","barriers_usetoilets_not_funtional","barriers_usetoilets_insufficient","barriers_usetoilets_not_common","barriers_usetoilets_child_notsafe","waste_disposal","education_available_none","education_available_secon_girls","education_available_secon_boys","education_available_ngoschool","education_available_basic_boys","education_available_quran_boys","education_available_basic_girls","education_available_prim_girls","education_available_prim_boys","education_available_quran_girls","time_to_school","education_bar_girls","education_bar_boys","info_mainsource_phone_calls","info_mainsource_conversations","info_mainsource_sms","info_mainsource_social_media","info_mainsource_internet","info_mainsource_radio","info_personsource","main_radios_radio_simba","main_radios_none","main_radios_radio_xamar","main_radios_al_furqaan","main_radios_radio_banadir","main_radios_al_andalus","main_radios_bar_kulan","main_radios_africas_voices","main_radios_voice_of_america","main_radios_radio_shabelle","main_radios_radio_xurmo","main_radios_al_risaala","main_radios_radio_ergo","main_radios_star_fm","main_radios_bbc_somalia","main_radios_radio_kulmiye","main_radios_radio_mogadishu","info_ngo_y_n","info_barriers_written_info_illiterate","info_barriers_none","info_barriers_lack_mobile","info_barriers_no_credit","info_barriers_lack_electricity","info_barriers_lack_radio_sign","ngo_support_y_n","ngo_support_type_none","ngo_support_type_livestock","ngo_support_type_cash_distrib","ngo_support_type_seeds_tools","ngo_support_type_vaccinations","ngo_support_type_food_distrib","ngo_support_type_education_service","ngo_support_type_construction_materials_nfis","ngo_support_type_legal_support","road_connection_y_n","plane_connection_y_n","still_contact_htr","particip_again","geometry"
"30","Barsame","Lower Shabelle","Marka","W-54",NA,NA,"yes","NA-3810-F28-003",4,NA,NA,NA,NA,NA,"yes","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"no","yes","yes","yes","yes","yes","no","no","no","yes","yes","yes",NA,"no","no","yes","no","no",NA,"no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","yes","yes","no","yes","yes",NA,NA,"yes","no","no","no","no","no","no","no","yes","yes","SL","no","yes","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,"yes","no","yes","yes","yes",NA,"no","no","yes","yes","yes","no","yes","yes","no","yes","yes","yes","no","no","no",NA,"yes","yes","no","no","no","no","yes","no","no","yes","no","no","yes","yes","yes","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no",NA,"no",NA,NA,NA,NA,"",NA,"yes","yes","yes",NA,"no","no","no","no","no","no","no","yes","yes","yes","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"yes","no","no","no","no","no",NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","yes","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(44.734322, 1.76274)
"31","Bayaxaaw","Middle Shabelle","Jowhar","AB-50",NA,NA,"yes","NA-3807-G12-003",4,NA,NA,NA,NA,NA,"yes","yes","yes","yes","no","yes","no","yes","yes","no","no","no",NA,NA,NA,"no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"yes","no","yes","yes","yes","yes","yes","no","no","yes","yes","yes",NA,"yes","yes","yes","yes","no",NA,"no","yes","no","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no",NA,NA,"yes","no","no","no","no","yes","no","no","no","yes",NA,"no","no","no","yes","no","no","no","no",NA,NA,NA,NA,"yes","no","yes","yes","no",NA,"no","no","yes","no","yes","no","no","no","yes","no","yes","yes","yes","no","no",NA,"yes","yes","yes","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","yes","yes","yes","no","yes","no","no",NA,"yes",NA,NA,NA,NA,"yes",NA,"yes","yes","yes",NA,"no","no","yes","no","no","no","no","yes","no","yes","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"no","yes","no","no","no","yes",NA,"no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","yes","no","no","no","yes","no","yes","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"yes","yes","yes",c(45.502319, 2.74011)
"32","Beer",NA,NA,"AM-25",NA,NA,"yes","NB-3804-P20-001",2,NA,NA,NA,NA,NA,"yes","no","yes","yes","no","no","no","no","no","no","no","yes",NA,NA,NA,"no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes",NA,"no","no","yes","no","yes",NA,"no","no","no","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes",NA,NA,"yes","no","no","no","no","no","no","no","yes","yes","SL","no","yes","no","no","yes","no","yes","no",NA,NA,NA,NA,"yes","no","yes","yes","yes",NA,"no","no","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","no",NA,"yes","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no",NA,"no",NA,NA,NA,NA,"",NA,"yes","yes","yes",NA,"no","no","no","no","no","no","no","yes","no","no","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"no","no","no","no","no","yes",NA,"no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(47.40317, 7.44656)
"33","Beer Guduud","Bay","Baidoa","Q-47","baidoa","direct","yes","NA-3802-U05-001",1,"NA-3802-U05-001","","","lessonemonth","morethan6","yes","no","yes","no","yes","yes","no","no","no","yes","no","no","access_food","better_services","no_idps","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no_services","lack_jobs","no_access","yes","no","no","no","yes","SL","SL","SL","","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no","remained_same","SL","SL","SL","SL","SL","own_production","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","none","fever","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","yes","no","yes","no","no","SL","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","","yes","yes","no","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","yes","no","no","no","no","no","no","thatched_hut","no","no_destroyed","SL","SL","protected_no_pump","yes","30_less_1","yes","yes","yes","none","no","no","no","yes","no","no","no","no","no","no","no","dumped","no","no","no","no","no","yes","no","no","no","yes","30_minutes_1","none","none","no","no","no","no","no","yes","friends_family","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","main_road","no","yes","yes",c(43.690071, 3.24549)
"34","Berahnooy","Bay","Baidoa","O-47","baidoa","direct","yes","NA-3801-X31-006",1,"NA-3801-X31-006","","","lessonemonth","morethan6","yes","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","access_food","better_services","no_idps","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no_services","lack_jobs","yes_restricted","SL","SL","SL","SL","SL","bay","baidoa","NA-3802-X01-010","","under_30","no","no","no","yes","yes","no","no","no","no","yes","yes","no","remained_same","SL","SL","SL","SL","SL","own_production","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","none","malaria","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","yes","no","no","no","no","SL","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","","yes","yes","yes","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","no","yes","no","no","no","no","no","thatched_hut","no","no_destroyed","SL","SL","unprotected_well","no","under_30","yes","no","yes","none","no","no","no","yes","no","no","no","no","no","no","no","burned","no","no","no","no","no","yes","no","no","no","yes","under_30","none","none","yes","no","no","no","no","no","friends_family","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","secondary_road","no","yes","yes",c(43.39007, 3.09173)
"35","Berdale","Bay","Baidoa","N-47",NA,NA,"yes","NA-3801-U27-004",3,NA,NA,NA,NA,NA,"yes","no","yes","no","yes","yes","yes","yes","yes","yes","no","no",NA,NA,NA,"","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"no","yes","no","no","yes",NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","no","no","yes","yes","yes","yes",NA,"no","no","yes","no","yes",NA,"no","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","yes","yes",NA,NA,"yes","no","yes","yes","no","yes","yes","no","no","yes",NA,"no","yes","yes","yes","yes","yes","yes","yes",NA,NA,NA,NA,"yes","no","yes","yes","no",NA,"no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no",NA,"yes","yes","yes","yes","yes","no","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no",NA,"no",NA,NA,NA,NA,"yes",NA,"yes","yes","yes",NA,"no","no","yes","yes","no","yes","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","yes","yes","yes",NA,NA,NA,"yes","no","no","no","yes","yes",NA,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","yes","no","no",NA,"yes","yes","yes",c(43.198048, 3.214367)
"36","Bilaal","Hiraan","Jalalaqsi","AB-46","mogadishu","direct","yes","NA-3803-Q11-002",1,"NA-3803-Q11-002","","","lessonemonth","morethan6","yes","no","yes","yes","no","no","no","no","yes","no","no","no","access_water","access_food","less_half","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","flooding","drought","yes_restricted","SL","SL","SL","SL","SL","hiraan","jalalaqsi","NA-3803-Q11-002","","under_30","yes","no","yes","yes","yes","yes","no","no","no","yes","yes","no","worse","SL","SL","SL","SL","SL","own_production","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","less_half","diarrhoea","yes","no","no","yes","no","yes","no","no","no","yes","under_30","no","no","no","no","yes","no","no","no","hiraan","","NA-3803-Q11-002","","yes","no","yes","no","no","good","no","no","yes","yes","yes","no","yes","yes","no","no","no","yes","yes","no","no","","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","thatched_hut","yes","flooding","less_half","no_money","protected_no_pump","no","30_less_1","no","no","no","less_half","no","no","no","no","no","no","no","no","yes","no","no","buried","no","no","no","no","no","yes","no","yes","yes","yes","under_30","cost_stud","security","no","no","no","no","no","yes","friends_family","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","main_road","yes","yes","yes",c(45.49297, 3.38203)
"37","Boholey","Bay","Baidoa","P-48",NA,NA,"yes","NA-3802-X01-010",2,NA,NA,NA,NA,NA,"yes","no","yes","yes","yes","yes","yes","yes","yes","yes","no","no",NA,NA,NA,"","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"yes","no","no","no","yes",NA,NA,NA,NA,NA,"","","","","","","","","","","","no",NA,"SL","SL","SL","SL","SL",NA,"no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","yes","yes",NA,NA,"no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,NA,"yes","no","yes","no","no",NA,"no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",NA,"yes","yes","yes","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","yes","no","no","no","no","no","no",NA,"no",NA,NA,NA,NA,"",NA,"yes","yes","yes",NA,"no","no","no","yes","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"no","no","no","no","no","yes",NA,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(43.54379, 3.12322)
"38","Bulo Bacaad","Lower Shabelle","Afgooye","AA-51",NA,NA,"yes","NA-3807-Q08-001",4,NA,NA,NA,NA,NA,"yes","no","yes","yes","no","no","no","no","yes","no","no","yes",NA,NA,NA,"yes","no",NA,NA,"yes","no","no","yes","no","yes","no","no","no","yes","no","yes",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"no","no","no","yes","no","no","no","no","no","yes","yes","yes",NA,"no","no","no","yes","yes",NA,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",NA,NA,"yes","no","no","no","no","yes","no","no","no","yes",NA,"no","no","no","no","yes","no","yes","no",NA,NA,NA,NA,"yes","no","yes","no","yes",NA,"no","no","no","no","yes","no","yes","no","no","no","yes","no","yes","yes","no",NA,"no","no","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no",NA,"yes",NA,NA,NA,NA,"no",NA,"yes","yes","yes",NA,"no","no","yes","no","no","no","no","yes","no","yes","no",NA,"yes","no","no","no","no","yes","no","no","no","yes","SL",NA,NA,"no","yes","no","no","no","yes",NA,"no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","yes","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(45.32364, 2.40195)
"39","Bulo Burto","Hiraan","Bulo Burto","AB-44",NA,NA,"yes","NA-3803-D13-001",4,NA,NA,NA,NA,NA,"yes","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"yes","yes",NA,NA,"yes","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","yes","no","no","no","yes","yes","yes",NA,"no","no","yes","no","no",NA,"no","yes","no","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","yes","yes",NA,NA,"yes","no","no","no","yes","yes","yes","no","no","yes",NA,"no","yes","no","no","no","no","yes","no",NA,NA,NA,NA,"yes","no","yes","no","yes",NA,"yes","yes","no","no","yes","no","yes","yes","no","no","no","yes","yes","yes","no",NA,"yes","yes","yes","yes","yes","no","no","yes","no","yes","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","yes","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","no",NA,"yes",NA,NA,NA,NA,"yes",NA,"yes","yes","yes",NA,"no","no","no","no","no","no","no","yes","yes","no","no",NA,"no","no","no","no","no","yes","no","yes","yes","yes",NA,NA,NA,"yes","no","no","no","no","yes",NA,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","yes","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"yes","yes","yes",c(45.565115, 3.851941)
"40","Caanole","Bay","Baidoa","P-46","baidoa","direct","yes","NA-3801-Q32-001",1,"NA-3801-Q32-001","","","lessonemonth","morethan6","yes","no","yes","yes","no","no","no","no","no","no","no","no","access_food","better_services","no_idps","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no_services","lack_jobs","no_access","yes","no","no","no","no","SL","SL","SL","","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no","remained_same","SL","SL","SL","SL","SL","own_production","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","none","fever","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","no","no","yes","no","no","SL","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","","yes","yes","no","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","yes","no","no","no","no","no","no","thatched_hut","no","flooding","less_half","no_money","river_pond","SL","under_30","yes","no","no","none","no","no","no","yes","no","no","no","no","no","no","no","dumped","no","no","no","no","no","yes","no","no","no","yes","under_30","cost_stud","cost_stud","yes","no","no","no","no","no","drivers","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","main_road","no","yes","yes",c(43.44502, 3.39108)
"41","Caanoole","Lower Shabelle","Afgooye","Y-52",NA,NA,"yes","NA-3807-W01-002",3,NA,NA,NA,NA,NA,"yes","no","yes","yes","no","no","yes","yes","yes","no","yes","no",NA,NA,NA,"no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"no","no","no","yes","yes","no","no","no","no","yes","no","yes",NA,"no","no","no","no","yes",NA,"no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",NA,NA,"yes","no","no","no","no","yes","no","no","no","yes",NA,"no","yes","yes","no","yes","no","yes","no",NA,NA,NA,NA,"no","no","yes","no","no",NA,"no","no","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","no",NA,"no","no","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no",NA,"yes",NA,NA,NA,NA,"no",NA,"yes","yes","yes",NA,"no","no","yes","no","no","no","no","yes","yes","yes","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"no","no","no","no","no","yes",NA,"yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(45.04023, 2.13043)
"42","Caashe","Bay","Baidoa","R-49","baidoa","direct","yes","NA-3806-B07-002",1,"NA-3806-B07-002","","","moreonemonth","morethan6","yes","yes","yes","yes","no","no","yes","no","yes","no","no","no","access_food","better_services","no_idps","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no_services","flooding","no_access","no","no","no","yes","no","SL","SL","SL","","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no","improved","SL","SL","SL","SL","SL","own_production","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","less_half","chronic","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","yes","no","yes","no","no","SL","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","oral","yes","yes","yes","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","yes","no","no","no","no","no","no","thatched_hut","no","no_destroyed","SL","SL","river_pond","SL","under_30","yes","yes","no","none","no","no","no","yes","no","no","no","no","no","no","no","dumped","no","no","no","no","no","yes","no","no","no","yes","under_30","none","none","no","no","no","no","no","yes","friends_family","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","main_road","no","yes","yes",c(43.776569, 2.92084)
"43","Burdhijis Yarey","Bay","Buur Hakaba","T-48",NA,NA,"yes","NA-3806-A15-009",4,NA,NA,NA,NA,NA,"yes","no","yes","yes","yes","yes","yes","no","no","no","no","no",NA,NA,NA,"no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,NA,NA,"yes","no","no","no","no",NA,NA,NA,NA,NA,"yes","yes","yes","yes","yes","no","no","no","no","yes","yes","yes",NA,"no","no","no","yes","no",NA,"no","yes","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","yes","no","yes","yes",NA,NA,"yes","no","yes","yes","yes","yes","yes","no","yes","yes",NA,"no","no","no","no","yes","no","no","no",NA,NA,NA,NA,"yes","no","yes","no","yes",NA,"yes","yes","yes","yes","yes","no","yes","yes","yes","no","yes","yes","no","yes","yes",NA,"yes","yes","yes","yes","yes","no","yes","yes","no","yes","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","yes","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","no","no","yes",NA,"no",NA,NA,NA,NA,"",NA,"no","no","yes",NA,"no","no","no","yes","no","no","no","yes","no","no","no",NA,"no","no","no","no","no","yes","no","no","no","yes",NA,NA,NA,"no","no","no","no","no","yes",NA,"no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","yes","yes","no","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL",NA,"no","yes","yes",c(44.17112, 2.99748)
"44","Burey Mannas","Bay","Baidoa","P-49","baidoa","direct","yes","NA-3806-D01-001",1,"NA-3806-D01-001","","","lessonemonth","morethan6","yes","yes","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","access_food","jobsa_vailable","no_idps","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","no_services","lack_jobs","yes_restricted","SL","SL","SL","SL","SL","bay","baidoa","NA-3806-D01-001","","under_30","yes","no","no","yes","yes","no","no","no","no","yes","yes","no","remained_same","SL","SL","SL","SL","SL","own_production","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","none","fever","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","no","no","no","no","yes","SL","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","","yes","yes","no","yes","no","no","no","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","SL","","","","","","","","","no","yes","no","no","no","no","no","no","thatched_hut","no","no_destroyed","SL","SL","unprotected_well","no","under_30","yes","no","yes","around_half","no","no","no","no","no","no","no","no","yes","no","no","burned","no","no","no","no","no","yes","no","no","no","yes","under_30","cost_stud","cost_stud","yes","no","no","no","no","no","friends_family","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","SL","SL","SL","SL","SL","SL","SL","SL","SL","secondary_road","no","yes","yes",c(43.536819, 2.85148)
